FechaInicio;FechaFin;Bicicleta;Origen;Destino;CandadoOrigen;CandadoDestino
;;;;;;
13/08/2016 18:00;13/08/2016 18:05;b29;Federico Anaya - Tilos;Plaza de Toros;c2109;c2309
;;;;;;
13/08/2016 17:49;13/08/2016 17:55;b81;Parque Zona Carrefour;Glorieta CYL;c709;c1908
;;;;;;
13/08/2016 17:45;13/08/2016 18:11;b126;Estación de autobuses;Estación de trenes;c1006;c905
;;;;;;
13/08/2016 17:08;13/08/2016 17:20;b175;Plaza del Oeste;Estación de trenes;c2408;c903
;;;;;;
13/08/2016 16:08;13/08/2016 16:16;b65;Plaza Poeta Iglesias;María Auxiliadora;c102;c804
;;;;;;
13/08/2016 15:09;13/08/2016 15:16;b29;Parque La Alamedilla;Federico Anaya - Tilos;c2817;c2109
;;;;;;
13/08/2016 15:05;13/08/2016 15:19;b124;Puente Romano;Estación de autobuses;c302;c1005
;;;;;;
13/08/2016 15:05;13/08/2016 15:22;b73;Estación de autobuses;Estación de autobuses;c1004;c1004
;;;;;;
13/08/2016 14:48;13/08/2016 15:03;b126;Parque Zona Carrefour;Estación de autobuses;c703;c1006
;;;;;;
13/08/2016 14:46;13/08/2016 14:55;b100;Plaza de Toros;Estación de autobuses;c2302;c1002
;;;;;;
13/08/2016 14:36;13/08/2016 14:45;b171;Plaza de los Bandos;Federico Anaya - Tilos;c205;c2106
;;;;;;
13/08/2016 14:29;13/08/2016 14:45;b14;Plaza Poeta Iglesias;Huerta Otea;c112;c1807
;;;;;;
13/08/2016 14:21;13/08/2016 14:33;b126;Plaza de Toros;Parque Zona Carrefour;c2306;c703
;;;;;;
13/08/2016 14:13;13/08/2016 14:41;b124;Glorieta CYL;Puente Romano;c1908;c302
;;;;;;
13/08/2016 14:11;13/08/2016 14:15;b29;Federico Anaya - Tilos;Parque La Alamedilla;c2109;c2817
;;;;;;
13/08/2016 14:06;13/08/2016 14:18;b126;Plaza Gabriel y Galán;Plaza de Toros;c2204;c2306
;;;;;;
13/08/2016 14:00;13/08/2016 14:30;b115;Barrio San José;Parque Zona Carrefour;c502;c706
;;;;;;
13/08/2016 13:54;13/08/2016 14:16;b49;Campus Unamuno;Zurguén;c1304;c1710
;;;;;;
13/08/2016 13:51;13/08/2016 13:55;b90;Nuevo Parking Hospital;Puente Romano;c401;c306
;;;;;;
13/08/2016 13:34;13/08/2016 13:43;b171;Federico Anaya - Tilos;Plaza de los Bandos;c2113;c205
;;;;;;
13/08/2016 13:15;13/08/2016 13:26;b74;Estación de autobuses;Plaza de los Bandos;c1002;c207
;;;;;;
13/08/2016 13:03;13/08/2016 13:06;b89;Puente Romano;Puente Romano;c305;c305
;;;;;;
13/08/2016 12:54;13/08/2016 13:01;b174;Puente Romano;Puente Romano;c307;c307
;;;;;;
13/08/2016 12:44;13/08/2016 13:11;b154;Glorieta CYL;Parque Zona Carrefour;c1908;c704
;;;;;;
13/08/2016 12:43;13/08/2016 12:55;b115;Plaza de los Bandos;Barrio San José;c205;c502
;;;;;;
13/08/2016 12:27;13/08/2016 13:08;b124;Campus Ciencias;Glorieta CYL;c1403;c1908
;;;;;;
13/08/2016 12:14;13/08/2016 12:19;b65;María Auxiliadora;Plaza Poeta Iglesias;c805;c102
;;;;;;
13/08/2016 11:48;13/08/2016 12:23;b154;Glorieta CYL;Glorieta CYL;c1908;c1908
;;;;;;
13/08/2016 11:46;13/08/2016 11:59;b115;Huerta Otea;Plaza de los Bandos;c1808;c205
;;;;;;
13/08/2016 11:44;13/08/2016 11:46;b128;Glorieta CYL;Glorieta CYL;c1904;c1904
;;;;;;
13/08/2016 11:42;13/08/2016 11:48;b140;María Auxiliadora;Glorieta CYL;c804;c1909
;;;;;;
13/08/2016 11:28;13/08/2016 11:33;b125;Prosperidad;La Marina;c1610;c1214
;;;;;;
13/08/2016 11:17;13/08/2016 11:30;b83;Nuevo Parking Hospital;Tejares;c404;c608
;;;;;;
13/08/2016 11:10;13/08/2016 11:15;b100;La Marina;Prosperidad;c1212;c1616
;;;;;;
13/08/2016 11:01;13/08/2016 11:21;b115;Salas Bajas;Huerta Otea;c2710;c1808
;;;;;;
13/08/2016 10:54;13/08/2016 11:00;b66;Estación de autobuses;Huerta Otea;c1001;c1811
;;;;;;
13/08/2016 10:52;13/08/2016 11:08;b14;Huerta Otea;Plaza Poeta Iglesias;c1801;c112
;;;;;;
13/08/2016 10:52;13/08/2016 11:39;b145;Plaza Iglesia Pizarrales;Glorieta CYL;c1105;c1910
;;;;;;
13/08/2016 10:24;13/08/2016 10:59;b115;Huerta Otea;Salas Bajas;c1807;c2710
;;;;;;
12/08/2016 21:34;12/08/2016 21:43;b74;Nuevo Parking Hospital;Estación de autobuses;c409;c1002
;;;;;;
12/08/2016 21:31;13/08/2016 12:20;b11;Federico Anaya - Tilos;Federico Anaya - Tilos;c2106;c2107
;;;;;;
12/08/2016 21:27;12/08/2016 21:31;b11;Federico Anaya - Tilos;Federico Anaya - Tilos;c2107;c2106
;;;;;;
12/08/2016 21:26;12/08/2016 21:56;b3;Prosperidad;Campus Ciencias;c1608;c1402
;;;;;;
12/08/2016 21:20;12/08/2016 21:25;b11;Plaza de Toros;Federico Anaya - Tilos;c2302;c2107
;;;;;;
12/08/2016 21:15;12/08/2016 21:31;b19;Puente Romano;Nuevo Parking Hospital;c309;c407
;;;;;;
12/08/2016 21:07;12/08/2016 21:28;b99;Barrio San José;Tejares;c503;c606
;;;;;;
12/08/2016 21:03;12/08/2016 21:12;b72;Plaza Gabriel y Galán;Estación de trenes;c2208;c902
;;;;;;
12/08/2016 20:40;12/08/2016 21:28;b159;Glorieta Antonio Machado;Paseo Canalejas;c2902;c2506
;;;;;;
12/08/2016 20:31;12/08/2016 20:49;b116;Puente Romano;Tejares;c303;c608
;;;;;;
12/08/2016 20:31;12/08/2016 21:25;b3;Salas Bajas;Prosperidad;c2702;c1608
;;;;;;
12/08/2016 20:29;12/08/2016 20:48;b120;Puente Romano;Tejares;c302;c604
;;;;;;
12/08/2016 20:27;12/08/2016 20:38;b115;Parque Zona Carrefour;Huerta Otea;c704;c1807
;;;;;;
12/08/2016 20:21;12/08/2016 21:20;b11;Plaza Gabriel y Galán;Plaza de Toros;c2209;c2302
;;;;;;
12/08/2016 20:16;12/08/2016 20:27;b161;Glorieta CYL;Parque Zona Carrefour;c1901;c707
;;;;;;
12/08/2016 20:12;12/08/2016 20:20;b39;Plaza Gabriel y Galán;Glorieta Alto del Rollo;c2204;c2008
;;;;;;
12/08/2016 20:07;12/08/2016 20:48;b87;Estación de trenes;Plaza Iglesia Pizarrales;c903;c1106
;;;;;;
12/08/2016 20:04;12/08/2016 20:23;b174;La Marina;Puente Romano;c1214;c307
;;;;;;
12/08/2016 20:03;12/08/2016 20:22;b120;La Marina;Puente Romano;c1202;c302
;;;;;;
12/08/2016 20:01;12/08/2016 20:07;b71;Prosperidad;Glorieta Alto del Rollo;c1608;c2001
;;;;;;
12/08/2016 19:57;12/08/2016 20:30;b3;Huerta Otea;Salas Bajas;c1806;c2702
;;;;;;
12/08/2016 19:56;12/08/2016 20:05;b87;La Marina;Estación de trenes;c1206;c903
;;;;;;
12/08/2016 19:50;12/08/2016 19:57;b71;Plaza Gabriel y Galán;Prosperidad;c2202;c1608
;;;;;;
12/08/2016 19:45;12/08/2016 19:51;b8;Estación de autobuses;Huerta Otea;c1003;c1803
;;;;;;
12/08/2016 19:45;12/08/2016 20:34;b73;Campus Claretianos;Estación de autobuses;c1515;c1004
;;;;;;
12/08/2016 19:42;12/08/2016 19:44;b118;Campus Claretianos;Campus Claretianos;c1507;c1503
;;;;;;
12/08/2016 19:30;12/08/2016 20:21;b11;Estación de trenes;Plaza Gabriel y Galán;c903;c2209
;;;;;;
12/08/2016 19:28;12/08/2016 19:30;b107;Estación de trenes;Estación de trenes;c905;c904
;;;;;;
12/08/2016 19:15;12/08/2016 19:26;b19;Estación de autobuses;Puente Romano;c1004;c309
;;;;;;
12/08/2016 18:59;12/08/2016 19:41;b113;Estación de autobuses;Campus Claretianos;c1002;c1501
;;;;;;
12/08/2016 18:45;12/08/2016 18:54;b81;Estación de autobuses;Campus Claretianos;c1005;c1513
;;;;;;
12/08/2016 18:36;12/08/2016 18:53;b111;Huerta Otea;Glorieta CYL;c1803;c1913
;;;;;;
12/08/2016 18:14;12/08/2016 18:19;b81;Parque Zona Carrefour;Estación de autobuses;c707;c1005
;;;;;;
12/08/2016 18:11;12/08/2016 18:28;b91;Zurguén;Huerta Otea;c1703;c1805
;;;;;;
12/08/2016 17:50;12/08/2016 21:26;b66;Barrio San José;Estación de autobuses;c501;c1001
;;;;;;
12/08/2016 17:50;12/08/2016 18:40;b154;Puente Romano;Glorieta CYL;c307;c1908
;;;;;;
12/08/2016 17:49;12/08/2016 18:14;b48;Plaza de Toros;Prosperidad;c2309;c1613
;;;;;;
12/08/2016 17:46;12/08/2016 17:55;b42;Plaza de los Bandos;Federico Anaya - Tilos;c205;c2108
;;;;;;
12/08/2016 17:16;12/08/2016 18:16;b108;Puente Romano;Estación de autobuses;c310;c1001
;;;;;;
12/08/2016 17:11;12/08/2016 17:19;b11;Plaza del Oeste;Estación de trenes;c2402;c903
;;;;;;
12/08/2016 16:54;12/08/2016 16:59;b109;La Marina;Plaza de los Bandos;c1203;c206
;;;;;;
12/08/2016 16:13;12/08/2016 16:21;b48;Federico Anaya - Tilos;Plaza de Toros;c2112;c2309
;;;;;;
12/08/2016 15:53;12/08/2016 15:58;b95;Puente Romano;Paseo Canalejas;c302;c2508
;;;;;;
12/08/2016 15:52;12/08/2016 15:58;b140;Parque Zona Carrefour;María Auxiliadora;c702;c804
;;;;;;
12/08/2016 15:48;12/08/2016 15:54;b61;Glorieta Antonio Machado;Plaza Poeta Iglesias;c2908;c116
;;;;;;
12/08/2016 15:46;12/08/2016 16:09;b48;Federico Anaya - Tilos;Federico Anaya - Tilos;c2112;c2112
;;;;;;
12/08/2016 15:42;12/08/2016 15:48;b129;María Auxiliadora;Plaza Poeta Iglesias;c804;c106
;;;;;;
12/08/2016 15:21;12/08/2016 15:29;b126;Federico Anaya - Tilos;Plaza de los Bandos;c2111;c202
;;;;;;
12/08/2016 15:15;12/08/2016 15:20;b158;Plaza de los Bandos;Glorieta Antonio Machado;c202;c2903
;;;;;;
12/08/2016 15:09;12/08/2016 15:21;b113;Plaza Poeta Iglesias;Estación de autobuses;c103;c1002
;;;;;;
12/08/2016 15:04;12/08/2016 15:10;b71;Plaza Poeta Iglesias;Plaza Gabriel y Galán;c106;c2202
;;;;;;
12/08/2016 14:58;12/08/2016 15:04;b98;Campus Unamuno;Puente Romano;c1316;c309
;;;;;;
12/08/2016 14:47;12/08/2016 14:59;b73;Nuevo Parking Hospital;Campus Claretianos;c402;c1515
;;;;;;
12/08/2016 14:38;12/08/2016 14:48;b107;Parque Zona Carrefour;Estación de trenes;c708;c905
;;;;;;
12/08/2016 14:29;12/08/2016 14:43;b154;Federico Anaya - Tilos;Puente Romano;c2106;c307
;;;;;;
12/08/2016 14:24;12/08/2016 14:39;b48;Paseo Canalejas;Federico Anaya - Tilos;c2502;c2112
;;;;;;
12/08/2016 14:23;12/08/2016 14:37;b113;Estación de autobuses;Plaza Poeta Iglesias;c1002;c103
;;;;;;
12/08/2016 14:22;12/08/2016 14:39;b29;Paseo Canalejas;Federico Anaya - Tilos;c2508;c2109
;;;;;;
12/08/2016 13:53;12/08/2016 14:00;b90;Plaza del Oeste;Nuevo Parking Hospital;c2401;c401
;;;;;;
12/08/2016 13:50;12/08/2016 14:09;b167;Plaza de Toros;Barrio San José;c2306;c506
;;;;;;
12/08/2016 13:40;12/08/2016 13:46;b61;Plaza de los Bandos;Glorieta Antonio Machado;c207;c2908
;;;;;;
12/08/2016 13:38;12/08/2016 13:43;b142;Parque La Alamedilla;Prosperidad;c2819;c1618
;;;;;;
12/08/2016 13:35;12/08/2016 14:44;b66;Plaza Poeta Iglesias;Barrio San José;c101;c501
;;;;;;
12/08/2016 13:29;12/08/2016 14:21;b29;Paseo Canalejas;Paseo Canalejas;c2506;c2508
;;;;;;
12/08/2016 13:27;12/08/2016 14:21;b48;Paseo Canalejas;Paseo Canalejas;c2502;c2502
;;;;;;
12/08/2016 13:20;12/08/2016 13:32;b71;Plaza Gabriel y Galán;Plaza Poeta Iglesias;c2211;c106
;;;;;;
12/08/2016 13:14;12/08/2016 13:27;b48;Estación de trenes;Paseo Canalejas;c905;c2502
;;;;;;
12/08/2016 13:13;12/08/2016 13:37;b136;Nuevo Parking Hospital;La Marina;c405;c1208
;;;;;;
12/08/2016 13:10;12/08/2016 13:27;b29;Estación de trenes;Paseo Canalejas;c908;c2506
;;;;;;
12/08/2016 13:04;12/08/2016 13:13;b71;Glorieta Alto del Rollo;Plaza Gabriel y Galán;c2008;c2211
;;;;;;
12/08/2016 13:03;12/08/2016 13:17;b66;Barrio San José;Plaza Poeta Iglesias;c502;c101
;;;;;;
12/08/2016 12:45;12/08/2016 12:56;b48;Federico Anaya - Tilos;Estación de trenes;c2109;c905
;;;;;;
12/08/2016 12:45;12/08/2016 13:02;b117;Plaza Poeta Iglesias;Glorieta Alto del Rollo;c106;c2002
;;;;;;
12/08/2016 12:40;12/08/2016 13:45;b137;Parque La Alamedilla;Parque Zona Carrefour;c2804;c705
;;;;;;
12/08/2016 12:38;12/08/2016 12:45;b126;Plaza de Toros;Federico Anaya - Tilos;c2307;c2111
;;;;;;
12/08/2016 12:29;12/08/2016 13:10;b154;Campus Ciencias;Federico Anaya - Tilos;c1412;c2106
;;;;;;
12/08/2016 12:24;12/08/2016 12:33;b85;Federico Anaya - Tilos;Plaza Poeta Iglesias;c2106;c102
;;;;;;
12/08/2016 12:18;12/08/2016 12:49;b134;Estación de trenes;Estación de trenes;c912;c912
;;;;;;
12/08/2016 12:18;12/08/2016 12:26;b90;Nuevo Parking Hospital;Plaza del Oeste;c403;c2401
;;;;;;
12/08/2016 12:17;12/08/2016 12:34;b48;Prosperidad;Federico Anaya - Tilos;c1613;c2109
;;;;;;
12/08/2016 11:54;12/08/2016 12:02;b125;Estación de trenes;Prosperidad;c910;c1610
;;;;;;
12/08/2016 11:54;12/08/2016 12:01;b81;Glorieta CYL;Parque Zona Carrefour;c1908;c707
;;;;;;
12/08/2016 11:42;12/08/2016 12:06;b112;Salas Bajas;Huerta Otea;c2702;c1811
;;;;;;
12/08/2016 11:34;12/08/2016 11:42;b133;Parque Zona Carrefour;Parque La Alamedilla;c705;c2803
;;;;;;
12/08/2016 11:23;12/08/2016 11:28;b8;Huerta Otea;Estación de autobuses;c1805;c1003
;;;;;;
12/08/2016 11:18;12/08/2016 12:30;b10;Nuevo Parking Hospital;Estación de autobuses;c407;c1006
;;;;;;
12/08/2016 11:08;12/08/2016 11:41;b170;Salas Bajas;Salas Bajas;c2704;c2704
;;;;;;
12/08/2016 10:38;12/08/2016 10:50;b14;Puente Romano;Huerta Otea;c308;c1801
;;;;;;
12/08/2016 10:21;12/08/2016 10:27;b81;Parque Zona Carrefour;Glorieta CYL;c706;c1908
;;;;;;
12/08/2016 10:16;12/08/2016 11:01;b116;Puente Romano;Puente Romano;c303;c303
;;;;;;
12/08/2016 10:15;12/08/2016 11:00;b108;Puente Romano;Puente Romano;c309;c310
;;;;;;
12/08/2016 10:13;12/08/2016 10:24;b90;La Marina;Nuevo Parking Hospital;c1204;c403
;;;;;;
12/08/2016 10:13;12/08/2016 10:46;b19;Prosperidad;Estación de autobuses;c1606;c1004
;;;;;;
12/08/2016 10:12;12/08/2016 10:58;b112;Puente Romano;Salas Bajas;c311;c2702
;;;;;;
12/08/2016 10:01;12/08/2016 10:05;b109;Prosperidad;La Marina;c1603;c1203
;;;;;;
12/08/2016 9:57;12/08/2016 10:04;b23;Campus Ciencias;Plaza de los Bandos;c1405;c204
;;;;;;
12/08/2016 9:55;12/08/2016 10:07;b14;Huerta Otea;Puente Romano;c1804;c308
;;;;;;
12/08/2016 9:49;12/08/2016 10:35;b5;Parque Zona Carrefour;Parque La Alamedilla;c703;c2807
;;;;;;
12/08/2016 9:43;12/08/2016 9:48;b17;María Auxiliadora;Plaza del Oeste;c802;c2409
;;;;;;
12/08/2016 9:38;12/08/2016 10:11;b175;Paseo Canalejas;Plaza San Julián;c2506;c2604
;;;;;;
12/08/2016 9:34;12/08/2016 9:37;b147;Paseo Canalejas;Paseo Canalejas;c2507;c2504
;;;;;;
12/08/2016 9:26;12/08/2016 10:10;b112;Huerta Otea;Puente Romano;c1809;c311
;;;;;;
12/08/2016 9:18;12/08/2016 9:24;b51;Glorieta Antonio Machado;Plaza Poeta Iglesias;c2908;c104
;;;;;;
12/08/2016 9:11;12/08/2016 9:29;b170;Parque La Alamedilla;Salas Bajas;c2805;c2704
;;;;;;
12/08/2016 9:02;12/08/2016 9:07;b88;Glorieta Alto del Rollo;Prosperidad;c2007;c1617
;;;;;;
12/08/2016 8:42;12/08/2016 8:48;b16;Glorieta Alto del Rollo;Plaza Poeta Iglesias;c2010;c114
;;;;;;
12/08/2016 8:28;12/08/2016 8:33;b167;Plaza Gabriel y Galán;Plaza de Toros;c2202;c2306
;;;;;;
12/08/2016 8:17;12/08/2016 8:21;b115;Huerta Otea;Campus Unamuno;c1802;c1311
;;;;;;
12/08/2016 8:06;12/08/2016 8:12;b130;Glorieta Antonio Machado;Plaza de los Bandos;c2902;c209
;;;;;;
12/08/2016 7:59;12/08/2016 8:05;b158;La Marina;Plaza de los Bandos;c1208;c202
;;;;;;
12/08/2016 7:41;12/08/2016 7:51;b125;Plaza San Julián;Estación de trenes;c2604;c910
;;;;;;
12/08/2016 7:38;12/08/2016 7:48;b173;María Auxiliadora;Prosperidad;c809;c1615
;;;;;;
12/08/2016 7:30;12/08/2016 7:38;b117;Estación de trenes;Plaza Poeta Iglesias;c902;c106
;;;;;;
12/08/2016 7:20;12/08/2016 7:25;b137;Parque La Alamedilla;Prosperidad;c2807;c1614
;;;;;;
11/08/2016 21:35;11/08/2016 21:45;b171;Plaza del Oeste;Federico Anaya - Tilos;c2404;c2113
;;;;;;
11/08/2016 20:43;11/08/2016 20:53;b81;Plaza San Julián;Parque Zona Carrefour;c2606;c706
;;;;;;
11/08/2016 20:40;11/08/2016 20:46;b61;María Auxiliadora;Plaza Poeta Iglesias;c803;c108
;;;;;;
11/08/2016 20:36;11/08/2016 21:02;b113;Campus Claretianos;Estación de autobuses;c1501;c1002
;;;;;;
11/08/2016 20:04;11/08/2016 20:15;b153;Plaza Iglesia Pizarrales;Plaza de los Bandos;c1103;c205
;;;;;;
11/08/2016 20:01;11/08/2016 20:49;b116;La Marina;Puente Romano;c1204;c303
;;;;;;
11/08/2016 19:56;11/08/2016 20:49;b89;La Marina;Puente Romano;c1202;c305
;;;;;;
11/08/2016 19:54;11/08/2016 19:59;b71;Parque Zona Carrefour;Glorieta CYL;c707;c1908
;;;;;;
11/08/2016 19:52;11/08/2016 20:09;b133;Plaza Gabriel y Galán;Parque Zona Carrefour;c2206;c705
;;;;;;
11/08/2016 19:46;11/08/2016 20:35;b113;Estación de autobuses;Campus Claretianos;c1003;c1501
;;;;;;
11/08/2016 19:42;11/08/2016 19:55;b168;Plaza de los Bandos;Plaza de Toros;c206;c2305
;;;;;;
11/08/2016 19:38;11/08/2016 20:24;b101;Plaza Iglesia Pizarrales;Campus Claretianos;c1106;c1505
;;;;;;
11/08/2016 19:32;11/08/2016 19:37;b146;Plaza de Toros;Estación de trenes;c2309;c906
;;;;;;
11/08/2016 19:13;11/08/2016 19:52;b66;Barrio San José;Barrio San José;c502;c502
;;;;;;
11/08/2016 19:12;11/08/2016 19:24;b30;Plaza de los Bandos;Plaza Gabriel y Galán;c204;c2210
;;;;;;
11/08/2016 19:07;11/08/2016 19:19;b71;Plaza de los Bandos;Parque Zona Carrefour;c202;c707
;;;;;;
11/08/2016 18:59;11/08/2016 19:37;b95;Puente Romano;Puente Romano;c302;c302
;;;;;;
11/08/2016 18:48;11/08/2016 18:58;b89;Prosperidad;La Marina;c1602;c1202
;;;;;;
11/08/2016 18:08;11/08/2016 18:16;b161;Plaza Gabriel y Galán;Glorieta CYL;c2210;c1901
;;;;;;
11/08/2016 17:51;11/08/2016 18:09;b62;Federico Anaya - Tilos;Federico Anaya - Tilos;c2102;c2102
;;;;;;
11/08/2016 17:45;11/08/2016 17:51;b122;Plaza de Toros;Plaza de los Bandos;c2305;c208
;;;;;;
11/08/2016 17:41;11/08/2016 17:47;b71;La Marina;Plaza de los Bandos;c1202;c202
;;;;;;
11/08/2016 17:26;11/08/2016 17:40;b100;La Marina;Puente Romano;c1210;c306
;;;;;;
11/08/2016 17:15;11/08/2016 17:19;b71;Parque La Alamedilla;La Marina;c2810;c1202
;;;;;;
11/08/2016 17:14;11/08/2016 17:24;b159;Plaza del Oeste;Estación de trenes;c2402;c903
;;;;;;
11/08/2016 17:07;11/08/2016 17:16;b98;Puente Romano;Campus Unamuno;c307;c1316
;;;;;;
11/08/2016 16:53;11/08/2016 17:02;b42;Parque Zona Carrefour;Plaza Poeta Iglesias;c707;c112
;;;;;;
11/08/2016 16:51;11/08/2016 16:58;b95;Campus Unamuno;Puente Romano;c1317;c302
;;;;;;
11/08/2016 16:49;11/08/2016 16:52;b142;Glorieta Alto del Rollo;Parque La Alamedilla;c2004;c2819
;;;;;;
11/08/2016 16:32;11/08/2016 16:35;b130;Parque La Alamedilla;Glorieta Antonio Machado;c2803;c2902
;;;;;;
11/08/2016 16:21;11/08/2016 16:36;b113;Puente Romano;Estación de autobuses;c310;c1003
;;;;;;
11/08/2016 16:17;11/08/2016 16:23;b142;Plaza Gabriel y Galán;Glorieta Alto del Rollo;c2204;c2004
;;;;;;
11/08/2016 16:03;11/08/2016 16:17;b5;Parque Zona Carrefour;Parque Zona Carrefour;c704;c703
;;;;;;
11/08/2016 15:54;11/08/2016 16:00;b27;Puente Romano;Paseo Canalejas;c302;c2510
;;;;;;
11/08/2016 15:15;11/08/2016 15:19;b115;Campus Unamuno;Huerta Otea;c1311;c1802
;;;;;;
11/08/2016 15:15;11/08/2016 15:22;b36;Plaza Gabriel y Galán;Prosperidad;c2202;c1618
;;;;;;
11/08/2016 15:03;11/08/2016 15:12;b28;Plaza de Toros;Plaza Poeta Iglesias;c2311;c117
;;;;;;
11/08/2016 15:02;11/08/2016 15:16;b86;Nuevo Parking Hospital;Campus Claretianos;c402;c1515
;;;;;;
11/08/2016 15:01;11/08/2016 15:16;b29;Campus Ciencias;Estación de trenes;c1405;c908
;;;;;;
11/08/2016 14:59;11/08/2016 16:01;b154;Campus Ciencias;Campus Ciencias;c1412;c1412
;;;;;;
11/08/2016 14:49;11/08/2016 14:56;b27;Campus Unamuno;Puente Romano;c1315;c302
;;;;;;
11/08/2016 14:48;11/08/2016 14:59;b134;Plaza de los Bandos;Estación de trenes;c202;c912
;;;;;;
11/08/2016 14:31;11/08/2016 14:38;b90;Parque Zona Carrefour;Glorieta CYL;c702;c1909
;;;;;;
11/08/2016 14:22;11/08/2016 14:36;b62;Federico Anaya - Tilos;Federico Anaya - Tilos;c2107;c2102
;;;;;;
11/08/2016 14:11;11/08/2016 14:19;b14;Estación de autobuses;Huerta Otea;c1002;c1804
;;;;;;
11/08/2016 14:05;11/08/2016 14:18;b137;Parque La Alamedilla;Parque La Alamedilla;c2809;c2807
;;;;;;
11/08/2016 14:04;11/08/2016 14:11;b12;Glorieta Antonio Machado;María Auxiliadora;c2906;c806
;;;;;;
11/08/2016 13:58;11/08/2016 14:15;b95;Federico Anaya - Tilos;Campus Unamuno;c2109;c1317
;;;;;;
11/08/2016 13:54;11/08/2016 14:14;b99;Plaza de Toros;Barrio San José;c2308;c503
;;;;;;
11/08/2016 13:54;11/08/2016 14:07;b122;Estación de autobuses;Estación de trenes;c1004;c903
;;;;;;
11/08/2016 13:48;11/08/2016 13:53;b161;María Auxiliadora;Plaza Gabriel y Galán;c807;c2210
;;;;;;
11/08/2016 13:47;11/08/2016 13:59;b148;Estación de trenes;Plaza Poeta Iglesias;c912;c102
;;;;;;
11/08/2016 13:46;11/08/2016 13:55;b125;Glorieta Antonio Machado;Plaza de los Bandos;c2901;c207
;;;;;;
11/08/2016 13:46;11/08/2016 14:21;b51;Parque La Alamedilla;Parque La Alamedilla;c2807;c2802
;;;;;;
11/08/2016 13:43;11/08/2016 13:50;b91;Barrio San José;Zurguén;c504;c1703
;;;;;;
11/08/2016 13:41;11/08/2016 14:12;b116;Plaza Gabriel y Galán;La Marina;c2210;c1204
;;;;;;
11/08/2016 13:41;11/08/2016 14:01;b89;Prosperidad;Prosperidad;c1602;c1602
;;;;;;
11/08/2016 13:41;11/08/2016 13:56;b95;Paseo Canalejas;Federico Anaya - Tilos;c2502;c2109
;;;;;;
11/08/2016 13:32;11/08/2016 13:50;b54;Plaza Poeta Iglesias;Zurguén;c112;c1709
;;;;;;
11/08/2016 13:21;11/08/2016 13:35;b22;Zurguén;Tejares;c1709;c602
;;;;;;
11/08/2016 13:20;11/08/2016 13:29;b148;Parque La Alamedilla;Estación de trenes;c2801;c912
;;;;;;
11/08/2016 13:15;11/08/2016 13:37;b14;Federico Anaya - Tilos;Estación de autobuses;c2104;c1002
;;;;;;
11/08/2016 13:09;11/08/2016 13:41;b95;Barrio San José;Paseo Canalejas;c506;c2502
;;;;;;
11/08/2016 13:06;11/08/2016 13:31;b116;Plaza Gabriel y Galán;Plaza Gabriel y Galán;c2203;c2210
;;;;;;
11/08/2016 12:52;11/08/2016 13:06;b122;Estación de trenes;Estación de autobuses;c901;c1004
;;;;;;
11/08/2016 12:51;11/08/2016 12:58;b174;Paseo Canalejas;La Marina;c2510;c1214
;;;;;;
11/08/2016 12:48;11/08/2016 13:08;b91;Plaza de Toros;Barrio San José;c2306;c504
;;;;;;
11/08/2016 12:36;11/08/2016 13:02;b61;Plaza Poeta Iglesias;María Auxiliadora;c102;c803
;;;;;;
11/08/2016 12:32;11/08/2016 13:05;b54;Barrio San José;Plaza Poeta Iglesias;c504;c112
;;;;;;
11/08/2016 12:24;11/08/2016 12:30;b128;María Auxiliadora;Glorieta CYL;c803;c1904
;;;;;;
11/08/2016 12:23;11/08/2016 12:28;b8;Estación de autobuses;Huerta Otea;c1005;c1805
;;;;;;
11/08/2016 12:19;11/08/2016 13:18;b148;Plaza Poeta Iglesias;Parque La Alamedilla;c101;c2801
;;;;;;
11/08/2016 12:13;11/08/2016 12:20;b51;Prosperidad;Parque La Alamedilla;c1608;c2807
;;;;;;
11/08/2016 12:04;11/08/2016 12:31;b66;Zurguén;Barrio San José;c1703;c502
;;;;;;
11/08/2016 11:59;11/08/2016 12:13;b117;María Auxiliadora;Estación de trenes;c811;c902
;;;;;;
11/08/2016 11:57;11/08/2016 12:33;b14;Paseo Canalejas;Federico Anaya - Tilos;c2504;c2104
;;;;;;
11/08/2016 11:41;11/08/2016 11:47;b101;Campus Claretianos;Plaza Iglesia Pizarrales;c1505;c1106
;;;;;;
11/08/2016 11:36;11/08/2016 11:50;b54;La Marina;Barrio San José;c1203;c504
;;;;;;
11/08/2016 11:29;11/08/2016 11:32;b139;Huerta Otea;Campus Unamuno;c1804;c1321
;;;;;;
11/08/2016 11:28;11/08/2016 11:35;b117;Parque Zona Carrefour;María Auxiliadora;c709;c811
;;;;;;
11/08/2016 11:19;11/08/2016 11:52;b130;Tejares;Parque La Alamedilla;c602;c2803
;;;;;;
11/08/2016 11:17;11/08/2016 11:27;b84;Glorieta Alto del Rollo;Glorieta CYL;c2004;c1905
;;;;;;
11/08/2016 10:55;11/08/2016 11:03;b148;Glorieta CYL;Plaza Poeta Iglesias;c1913;c101
;;;;;;
11/08/2016 10:37;11/08/2016 10:53;b147;Estación de trenes;Paseo Canalejas;c903;c2507
;;;;;;
